gene,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Pdk4,O70571,PDK4_MOUSE,reviewed,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 4)",Pdk4,Mus musculus (Mouse),412
Pdk4,Q544J2,Q544J2_MOUSE,unreviewed,Protein-serine/threonine kinase (EC 2.7.11.-),Pdk4,Mus musculus (Mouse),412
Pdpk1,F2Z3V6,F2Z3V6_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1 (Fragment),Pdpk1,Mus musculus (Mouse),111
Pdpk1,F2Z3X6,F2Z3X6_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1,Pdpk1,Mus musculus (Mouse),532
Pdpk1,F2Z3X9,F2Z3X9_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1 (Fragment),Pdpk1,Mus musculus (Mouse),56
Pdpk1,F2Z3Z9,F2Z3Z9_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1,Pdpk1,Mus musculus (Mouse),432
Pdpk1,F2Z400,F2Z400_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1,Pdpk1,Mus musculus (Mouse),457
Pdpk1,F2Z4A5,F2Z4A5_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1 (Fragment),Pdpk1,Mus musculus (Mouse),128
Pdpk1,Q3TRL2,Q3TRL2_MOUSE,unreviewed,3-phosphoinositide-dependent protein kinase 1,Pdpk1,Mus musculus (Mouse),522
Pdpk1,Q3UEW8,Q3UEW8_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Pdpk1,Mus musculus (Mouse),434
Pdpk1,Q3UGN6,Q3UGN6_MOUSE,unreviewed,Protein kinase domain-containing protein,Pdpk1,Mus musculus (Mouse),559
Pdpk1,Q3UHZ0,Q3UHZ0_MOUSE,unreviewed,Protein kinase domain-containing protein,Pdpk1,Mus musculus (Mouse),559
Pdpk1,Q8K3L3,Q8K3L3_MOUSE,unreviewed,Phosphoinositide-dependent protein kinase-1 beta,Pdpk1 Pdk1beta,Mus musculus (Mouse),532
Pdpk1,Q9Z2A0,PDPK1_MOUSE,reviewed,3-phosphoinositide-dependent protein kinase 1 (mPDK1) (EC 2.7.11.1),Pdpk1 Pdk1,Mus musculus (Mouse),559
Pdxk,Q8K183,PDXK_MOUSE,reviewed,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),Pdxk Pkh,Mus musculus (Mouse),312
Peak1,A0A087WQ01,A0A087WQ01_MOUSE,unreviewed,Inactive tyrosine-protein kinase PEAK1,Peak1,Mus musculus (Mouse),705
Peak1,A0A087WQ82,A0A087WQ82_MOUSE,unreviewed,Inactive tyrosine-protein kinase PEAK1 (Fragment),Peak1,Mus musculus (Mouse),28
Peak1,Q69Z38,PEAK1_MOUSE,reviewed,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),Peak1 Kiaa2002 Sgk269,Mus musculus (Mouse),1735
Pfkl,A0A1W2P6Q4,A0A1W2P6Q4_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, liver type",Pfkl,Mus musculus (Mouse),64
Pfkl,A0A1W2P7T1,A0A1W2P7T1_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, liver type (Fragment)",Pfkl,Mus musculus (Mouse),167
Pfkl,P12382,PFKAL_MOUSE,reviewed,"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)",Pfkl Pfk-l Pfkb,Mus musculus (Mouse),780
Pfkl,Q8CD98,Q8CD98_MOUSE,unreviewed,PFK domain-containing protein,Pfkl,Mus musculus (Mouse),465
Pfkm,A0A2R8VHA5,A0A2R8VHA5_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, muscle type (Fragment)",Pfkm,Mus musculus (Mouse),117
Pfkm,A0A2R8VHV2,A0A2R8VHV2_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, muscle type (Fragment)",Pfkm,Mus musculus (Mouse),197
Pfkm,O35514,O35514_MOUSE,unreviewed,Phosphofructokinase-M (Connecting peptide) (Fragment),Pfkm PFK-M,Mus musculus (Mouse),54
Pfkm,P47857,PFKAM_MOUSE,reviewed,"ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)",Pfkm Pfk-m Pfka,Mus musculus (Mouse),780
Pfkm,Q1LZL7,Q1LZL7_MOUSE,unreviewed,Pfkm protein (Fragment),Pfkm,Mus musculus (Mouse),298
Pfkm,Q99K08,Q99K08_MOUSE,unreviewed,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),Pfkm PFK-M Pfka,Mus musculus (Mouse),780
Pfkp,A0A0G2JD99,A0A0G2JD99_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, platelet type (Fragment)",Pfkp,Mus musculus (Mouse),8
Pfkp,D3YUA3,D3YUA3_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, platelet type (Fragment)",Pfkp,Mus musculus (Mouse),167
Pfkp,F6VP95,F6VP95_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, platelet type (Fragment)",Pfkp,Mus musculus (Mouse),82
Pfkp,F6YL81,F6YL81_MOUSE,unreviewed,"ATP-dependent 6-phosphofructokinase, platelet type (Fragment)",Pfkp,Mus musculus (Mouse),183
Pfkp,Q8C605,Q8C605_MOUSE,unreviewed,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),Pfkp,Mus musculus (Mouse),784
Pfkp,Q8C8E8,Q8C8E8_MOUSE,unreviewed,PFK domain-containing protein (Fragment),Pfkp,Mus musculus (Mouse),147
Pfkp,Q9D255,Q9D255_MOUSE,unreviewed,PFK domain-containing protein,Pfkp,Mus musculus (Mouse),267
Pfkp,Q9WUA3,PFKAP_MOUSE,reviewed,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",Pfkp Pfkc,Mus musculus (Mouse),784
Phkg1,D3Z1B5,D3Z1B5_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (Fragment)",Phkg1,Mus musculus (Mouse),95
Phkg1,D3Z472,D3Z472_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (Fragment)",Phkg1,Mus musculus (Mouse),143
Phkg1,P07934,PHKG1_MOUSE,reviewed,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)",Phkg1 Phkg,Mus musculus (Mouse),388
Phkg2,A0A0U1RP54,A0A0U1RP54_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (Fragment)",Phkg2,Mus musculus (Mouse),104
Phkg2,A0A0U1RPC7,A0A0U1RPC7_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Phkg2,Mus musculus (Mouse),76
Phkg2,D6RG71,D6RG71_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Phkg2,Mus musculus (Mouse),90
Phkg2,D6RGU6,D6RGU6_MOUSE,unreviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Phkg2,Mus musculus (Mouse),87
Phkg2,Q9DB30,PHKG2_MOUSE,reviewed,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-2)",Phkg2,Mus musculus (Mouse),406
Pi4k2b,A0A0G2JEK1,A0A0G2JEK1_MOUSE,unreviewed,Phosphatidylinositol 4-kinase type 2-beta,Pi4k2b,Mus musculus (Mouse),89
Pi4k2b,Q8CBQ5,P4K2B_MOUSE,reviewed,Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta),Pi4k2b,Mus musculus (Mouse),469
Pi4ka,A0A140T8I9,A0A140T8I9_MOUSE,unreviewed,Phosphatidylinositol 4-kinase alpha,Pi4ka,Mus musculus (Mouse),2044
Pi4ka,A0A1S6GWJ7,A0A1S6GWJ7_MOUSE,unreviewed,Uncharacterized protein,Pi4ka,Mus musculus (Mouse),2105
Pi4ka,A0A338P6F9,A0A338P6F9_MOUSE,unreviewed,Phosphatidylinositol 4-kinase alpha (Fragment),Pi4ka,Mus musculus (Mouse),74
Pi4ka,A0A338P6S0,A0A338P6S0_MOUSE,unreviewed,Phosphatidylinositol 4-kinase alpha (Fragment),Pi4ka,Mus musculus (Mouse),153
Pi4ka,A0A338P7D3,A0A338P7D3_MOUSE,unreviewed,Phosphatidylinositol 4-kinase alpha (Fragment),Pi4ka,Mus musculus (Mouse),319
Pi4ka,E9Q3L2,PI4KA_MOUSE,reviewed,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67),Pi4ka Pik4 Pik4ca,Mus musculus (Mouse),2105
Pik3c2a,A0A0U1RNH9,A0A0U1RNH9_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,Pik3c2a,Mus musculus (Mouse),364
Pik3c2a,A0A0U1RNT0,A0A0U1RNT0_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (Fragment),Pik3c2a,Mus musculus (Mouse),448
Pik3c2a,F8VPL2,F8VPL2_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,Pik3c2a,Mus musculus (Mouse),1686
Pik3c2a,Q3UQN0,Q3UQN0_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pik3c2a,Mus musculus (Mouse),825
Pik3c2a,Q3US21,Q3US21_MOUSE,unreviewed,PI3K-RBD domain-containing protein,Pik3c2a,Mus musculus (Mouse),499
Pik3c2a,Q3UWW7,Q3UWW7_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pik3c2a,Mus musculus (Mouse),57
Pik3c2a,Q61194,P3C2A_MOUSE,reviewed,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.154) (Cpk-m) (Phosphoinositide 3-kinase-C2-alpha) (p170),Pik3c2a Cpk,Mus musculus (Mouse),1686
Pik3c3,D3YZ98,D3YZ98_MOUSE,unreviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3 (EC 2.7.1.137),Pik3c3,Mus musculus (Mouse),756
Pik3c3,E9Q824,E9Q824_MOUSE,unreviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3,Pik3c3,Mus musculus (Mouse),513
Pik3c3,E9QLS6,E9QLS6_MOUSE,unreviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3 (EC 2.7.1.137),Pik3c3,Mus musculus (Mouse),848
Pik3c3,Q6PF93,PK3C3_MOUSE,reviewed,Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphoinositide-3-kinase class 3),Pik3c3 Vps34,Mus musculus (Mouse),887
Pik3ca,D3YY41,D3YY41_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3ca,Mus musculus (Mouse),946
Pik3ca,P42337,PK3CA_MOUSE,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)",Pik3ca,Mus musculus (Mouse),1068
Pik3cb,A0JNZ1,A0JNZ1_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cb,Mus musculus (Mouse),1046
Pik3cb,D3Z2Z7,D3Z2Z7_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (Fragment)",Pik3cb,Mus musculus (Mouse),68
Pik3cb,Q3TNJ8,Q3TNJ8_MOUSE,unreviewed,PI3K/PI4K domain-containing protein (Fragment),Pik3cb,Mus musculus (Mouse),333
Pik3cb,Q8BTI9,PK3CB_MOUSE,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta)",Pik3cb,Mus musculus (Mouse),1064
Pik3cb,Q8CFF1,Q8CFF1_MOUSE,unreviewed,Pik3cb protein (Fragment),Pik3cb p110beta,Mus musculus (Mouse),409
Pik3cb,Q9CTK7,Q9CTK7_MOUSE,unreviewed,PI3K/PI4K domain-containing protein (Fragment),Pik3cb,Mus musculus (Mouse),318
Pik3cb,S4R1S1,S4R1S1_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Pik3cb,Mus musculus (Mouse),530
Pik3cd,B0QZL5,B0QZL5_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1040
Pik3cd,B1AS24,B1AS24_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Fragment)",Pik3cd,Mus musculus (Mouse),145
Pik3cd,B1AS25,B1AS25_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Fragment)",Pik3cd,Mus musculus (Mouse),171
Pik3cd,B1AS26,B1AS26_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Fragment)",Pik3cd,Mus musculus (Mouse),117
Pik3cd,B1AS27,B1AS27_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Fragment)",Pik3cd,Mus musculus (Mouse),62
Pik3cd,B1AS28,B1AS28_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Fragment)",Pik3cd,Mus musculus (Mouse),44
Pik3cd,O35904,PK3CD_MOUSE,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)",Pik3cd,Mus musculus (Mouse),1043
Pik3cd,Q3T9Y0,Q3T9Y0_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1047
Pik3cd,Q3TBW3,Q3TBW3_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1046
Pik3cd,Q3U7H2,Q3U7H2_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pik3cd,Mus musculus (Mouse),518
Pik3cd,Q3UC78,Q3UC78_MOUSE,unreviewed,Uncharacterized protein (Fragment),Pik3cd,Mus musculus (Mouse),518
Pik3cd,Q3UDT3,Q3UDT3_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1044
Pik3cd,Q8BS14,Q8BS14_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1047
Pik3cd,Q8CI98,Q8CI98_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cd,Mus musculus (Mouse),1045
Pik3cg,A0A1W2P8F6,A0A1W2P8F6_MOUSE,unreviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit (EC 2.7.1.153)",Pik3cg,Mus musculus (Mouse),1024
Pik3cg,Q24LN5,Q24LN5_MOUSE,unreviewed,Phosphoinositide-3-kinase gamma polypeptide (Fragment),Pik3cg,Mus musculus (Mouse),114
Pik3cg,Q3UPS4,Q3UPS4_MOUSE,unreviewed,PI3K/PI4K domain-containing protein (Fragment),Pik3cg,Mus musculus (Mouse),377
Pik3cg,Q3UVA4,Q3UVA4_MOUSE,unreviewed,Uncharacterized protein,Pik3cg,Mus musculus (Mouse),1102
Pik3cg,Q3V1C0,Q3V1C0_MOUSE,unreviewed,Uncharacterized protein,Pik3cg,Mus musculus (Mouse),1102
Pik3cg,Q8C5Q7,Q8C5Q7_MOUSE,unreviewed,PI3K/PI4K domain-containing protein,Pik3cg,Mus musculus (Mouse),260
Pik3cg,Q9EQL1,Q9EQL1_MOUSE,unreviewed,Phosphatidylinositol 3-kinase gamma isoform,Pik3cg,Mus musculus (Mouse),1113
Pik3cg,Q9JHG7,PK3CG_MOUSE,reviewed,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)",Pik3cg Pi3kg1,Mus musculus (Mouse),1102
Pik3r4,A0A087WP62,A0A087WP62_MOUSE,unreviewed,Phosphoinositide 3-kinase regulatory subunit 4 (Fragment),Pik3r4,Mus musculus (Mouse),174
Pik3r4,A0A087WQR4,A0A087WQR4_MOUSE,unreviewed,Phosphoinositide 3-kinase regulatory subunit 4 (Fragment),Pik3r4,Mus musculus (Mouse),208
Pik3r4,A0A0R4J2C7,A0A0R4J2C7_MOUSE,unreviewed,Phosphoinositide 3-kinase regulatory subunit 4,Pik3r4,Mus musculus (Mouse),305
Pik3r4,B2RXR2,B2RXR2_MOUSE,unreviewed,"Phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150",Pik3r4,Mus musculus (Mouse),1358
Pik3r4,B2RY05,B2RY05_MOUSE,unreviewed,Pik3r4 protein,Pik3r4,Mus musculus (Mouse),1191
Pik3r4,Q8VD65,PI3R4_MOUSE,reviewed,Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1),Pik3r4 Vps15,Mus musculus (Mouse),1358
Pikfyve,A0A087WQI1,A0A087WQI1_MOUSE,unreviewed,1-phosphatidylinositol 3-phosphate 5-kinase,Pikfyve,Mus musculus (Mouse),158
Pikfyve,A0A087WS78,A0A087WS78_MOUSE,unreviewed,1-phosphatidylinositol 3-phosphate 5-kinase,Pikfyve,Mus musculus (Mouse),66
Pikfyve,D3Z5N5,D3Z5N5_MOUSE,unreviewed,1-phosphatidylinositol 3-phosphate 5-kinase,Pikfyve,Mus musculus (Mouse),2052
Pikfyve,Q3TR41,Q3TR41_MOUSE,unreviewed,Uncharacterized protein,Pikfyve Pip5k3,Mus musculus (Mouse),40
Pikfyve,Q9Z1T6,FYV1_MOUSE,reviewed,1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase) (p235),Pikfyve Kiaa0981 Pip5k3,Mus musculus (Mouse),2097
Pim1,A0A3Q4EGB5,A0A3Q4EGB5_MOUSE,unreviewed,Serine/threonine-protein kinase pim-1 (Fragment),Pim1,Mus musculus (Mouse),195
Pim1,A0A3Q4EGX3,A0A3Q4EGX3_MOUSE,unreviewed,Serine/threonine-protein kinase pim-1,Pim1,Mus musculus (Mouse),79
Pim1,P06803,PIM1_MOUSE,reviewed,Serine/threonine-protein kinase pim-1 (EC 2.7.11.1),Pim1 Pim-1,Mus musculus (Mouse),313
Pim1,Q3TYQ0,Q3TYQ0_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Pim1,Mus musculus (Mouse),203
Pim1,Q3U4N9,Q3U4N9_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Pim1,Mus musculus (Mouse),110
Pim2,F6WGR1,F6WGR1_MOUSE,unreviewed,Serine/threonine-protein kinase pim-2 (Fragment),Pim2,Mus musculus (Mouse),376
Pim2,Q62070,PIM2_MOUSE,reviewed,Serine/threonine-protein kinase pim-2 (EC 2.7.11.1),Pim2 Pim-2,Mus musculus (Mouse),370
Pim2,Q8R1Z0,Q8R1Z0_MOUSE,unreviewed,Pim2 protein (Fragment),Pim2,Mus musculus (Mouse),221
Pim3,P58750,PIM3_MOUSE,reviewed,Serine/threonine-protein kinase pim-3 (EC 2.7.11.1),Pim3,Mus musculus (Mouse),326
Pim3,Q3TI45,Q3TI45_MOUSE,unreviewed,Serine/threonine-protein kinase (EC 2.7.11.1),Pim3,Mus musculus (Mouse),326
Pim3,Q3TX64,Q3TX64_MOUSE,unreviewed,Serine/threonine-protein kinase (EC 2.7.11.1),Pim3,Mus musculus (Mouse),326
Pim3,Q811X8,Q811X8_MOUSE,unreviewed,Serine/threonine-protein kinase (EC 2.7.11.1),Pim3 Kid1,Mus musculus (Mouse),325
Pink1,A2AM76,A2AM76_MOUSE,unreviewed,"Serine/threonine-protein kinase PINK1, mitochondrial",Pink1,Mus musculus (Mouse),168
Pink1,A2AM78,A2AM78_MOUSE,unreviewed,"Serine/threonine-protein kinase PINK1, mitochondrial",Pink1,Mus musculus (Mouse),550
Pink1,Q3U258,Q3U258_MOUSE,unreviewed,Protein kinase domain-containing protein,Pink1,Mus musculus (Mouse),580
Pink1,Q5DU52,Q5DU52_MOUSE,unreviewed,MFLJ00387 protein (Fragment),Pink1 mFLJ00387,Mus musculus (Mouse),590
Pink1,Q6IS31,Q6IS31_MOUSE,unreviewed,Pink1 protein (Fragment),Pink1,Mus musculus (Mouse),558
Pink1,Q99MQ3,PINK1_MOUSE,reviewed,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",Pink1,Mus musculus (Mouse),580
Pip4k2a,A2ASS3,A2ASS3_MOUSE,unreviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (Fragment),Pip4k2a,Mus musculus (Mouse),83
Pip4k2a,F6RJE8,F6RJE8_MOUSE,unreviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (Fragment),Pip4k2a,Mus musculus (Mouse),214
Pip4k2a,O70172,PI42A_MOUSE,reviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(5)P-4-kinase isoform 2-alpha),Pip4k2a Pip5k2a,Mus musculus (Mouse),405
Pip4k2a,Q544E3,Q544E3_MOUSE,unreviewed,Uncharacterized protein,Pip4k2a Pip5k2a,Mus musculus (Mouse),405
Pip4k2a,Q9CZS7,Q9CZS7_MOUSE,unreviewed,PIPK domain-containing protein,Pip4k2a Pip5k2a,Mus musculus (Mouse),405
Pip4k2b,Q3UJ95,Q3UJ95_MOUSE,unreviewed,Uncharacterized protein,Pip4k2b Pip5k2b,Mus musculus (Mouse),416
Pip4k2b,Q80XI4,PI42B_MOUSE,reviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta),Pip4k2b Pip5k2b,Mus musculus (Mouse),416
Pip4k2b,Q91XU2,Q91XU2_MOUSE,unreviewed,Phosphatidyl inositol phosphate kinase type II beta (Fragment),Pip4k2b Pip5k2b pipk type II beta,Mus musculus (Mouse),247
Pip4k2c,Q91XU3,PI42C_MOUSE,reviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (EC 2.7.1.149) (Phosphatidylinositol 5-phosphate 4-kinase type II gamma) (PI(5)P 4-kinase type II gamma) (PIP4KII-gamma),Pip4k2c Pip5k2c,Mus musculus (Mouse),421
Pip5k1a,D3YUY3,D3YUY3_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,Pip5k1a,Mus musculus (Mouse),497
Pip5k1a,F8WI18,F8WI18_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,Pip5k1a,Mus musculus (Mouse),545
Pip5k1a,P70181,PI51B_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 beta (PIP5K1-beta) (PtdIns(4)P-5-kinase 1 beta) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PIP5KIbeta),Pip5k1b Pip5k1a,Mus musculus (Mouse),539
Pip5k1a,P70182,PI51A_MOUSE,reviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PI4P5KIbeta),Pip5k1a Pip5k1b,Mus musculus (Mouse),546
Pip5k1c,E0CYP4,E0CYP4_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,Pip5k1c,Mus musculus (Mouse),100
Pip5k1c,E0CZ71,E0CZ71_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,Pip5k1c,Mus musculus (Mouse),61
Pip5k1c,F6SMP3,F6SMP3_MOUSE,unreviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (Fragment),Pip5k1c,Mus musculus (Mouse),133
