Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 8uL_5hr	Razor + unique peptides 8uL_5hr	Unique peptides 8uL_5hr	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 8uL_5hr	Reporter intensity corrected 2 8uL_5hr	Reporter intensity corrected 3 8uL_5hr	Reporter intensity corrected 4 8uL_5hr	Reporter intensity corrected 5 8uL_5hr	Reporter intensity corrected 6 8uL_5hr	Reporter intensity 1 8uL_5hr	Reporter intensity 2 8uL_5hr	Reporter intensity 3 8uL_5hr	Reporter intensity 4 8uL_5hr	Reporter intensity 5 8uL_5hr	Reporter intensity 6 8uL_5hr	Reporter intensity count 1 8uL_5hr	Reporter intensity count 2 8uL_5hr	Reporter intensity count 3 8uL_5hr	Reporter intensity count 4 8uL_5hr	Reporter intensity count 5 8uL_5hr	Reporter intensity count 6 8uL_5hr	Sequence coverage 8uL_5hr [%]	Intensity	Intensity 8uL_5hr	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P84099	P84099	4	4	4	60S ribosomal protein L19	Rpl19	sp|P84099|RL19_MOUSE 60S ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=1 SV=1	1	4	4	4	4	4	4	20.9	20.9	20.9	23.466	196	196	0	70.631	60146	86709	51343	54456	77393	20657	58365	83832	54484	56094	75814	21570	11	11	11	11	11	11	60146	86709	51343	54456	77393	20657	58365	83832	54484	56094	75814	21570	11	11	11	11	11	11	20.9	526760000	526760000	12				487	3691;4164;4564;8185	True;True;True;True	3859;3860;4356;4773;8568	5315;5316;5989;6612;6613;11937;11938	7357;7358;8255;8256;9136;9137;9138;16446;16447;16448;16449;16450	7358;8256;9137;16450	257	139
P84104	P84104	5	5	4	Serine/arginine-rich splicing factor 3	Srsf3	sp|P84104|SRSF3_MOUSE Serine/arginine-rich splicing factor 3 OS=Mus musculus GN=Srsf3 PE=1 SV=1	1	5	5	4	5	5	4	31.1	31.1	22.6	19.329	164	164	0	45.767	63269	70870	56410	79751	62816	17967	61002	69480	58700	79842	62949	18638	9	9	9	9	9	9	63269	70870	56410	79751	62816	17967	61002	69480	58700	79842	62949	18638	9	9	9	9	9	9	31.1	118620000	118620000	10				488	226;3075;5505;7680;8216	True;True;True;True;True	238;3215;5789;8045;8601	317;4406;8048;8049;11173;11989;11990	454;6106;6107;11104;11105;11106;11107;15374;16520;16521	454;6107;11105;15374;16521		
P97310	P97310	4	4	4	DNA replication licensing factor MCM2	Mcm2	sp|P97310|MCM2_MOUSE DNA replication licensing factor MCM2 OS=Mus musculus GN=Mcm2 PE=1 SV=3	1	4	4	4	4	4	4	5.1	5.1	5.1	102.08	904	904	0	25.671	10608	9077.2	8381.7	6813.9	10403	2936	10174	9055.1	8555	7133.3	10176	3049.5	3	3	3	3	3	3	10608	9077.2	8381.7	6813.9	10403	2936	10174	9055.1	8555	7133.3	10176	3049.5	3	3	3	3	3	3	5.1	10931000	10931000	4				489	261;2147;2949;3821	True;True;True;True	274;2246;3081;3997	366;3013;4229;5503	524;4077;5866;7627	524;4077;5866;7627		
P97311	P97311	4	4	4	DNA replication licensing factor MCM6	Mcm6	sp|P97311|MCM6_MOUSE DNA replication licensing factor MCM6 OS=Mus musculus GN=Mcm6 PE=1 SV=1	1	4	4	4	4	4	4	5.5	5.5	5.5	92.866	821	821	0	28.485	17035	17208	13834	12058	20549	5380	16388	16968	14269	12635	20033	5628.6	3	3	3	3	3	3	17035	17208	13834	12058	20549	5380	16388	16968	14269	12635	20033	5628.6	3	3	3	3	3	3	5.5	20086000	20086000	4				490	673;3779;7439;8062	True;True;True;True	709;3953;7792;8441	966;5439;10801;11745	1335;7533;14850;16161	1335;7533;14850;16161		
P97315	P97315	3	3	3	Cysteine and glycine-rich protein 1	Csrp1	sp|P97315|CSRP1_MOUSE Cysteine and glycine-rich protein 1 OS=Mus musculus GN=Csrp1 PE=1 SV=3	1	3	3	3	3	3	3	20.7	20.7	20.7	20.583	193	193	0	37.111	78869	78828	81101	78689	78075	23089	75859	77960	82423	80451	77470	23879	8	8	8	8	8	8	78869	78828	81101	78689	78075	23089	75859	77960	82423	80451	77470	23879	8	8	8	8	8	8	20.7	83563000	83563000	8				491	2817;2966;3290	True;True;True	2946;3099;3438	4023;4024;4257;4258;4712;4713	5559;5560;5561;5899;5900;6531;6532;6533	5560;5900;6533		
P97350	P97350	1	1	1	Plakophilin-1	Pkp1	sp|P97350|PKP1_MOUSE Plakophilin-1 OS=Mus musculus GN=Pkp1 PE=1 SV=1	1	1	1	1	1	1	1	2.1	2.1	2.1	80.895	728	728	0	10.779	2071.1	2491.6	2229.6	2285.6	2563.4	1689.9	2000.2	2436.5	2287.7	2340.8	2560.1	1661.4	1	1	1	1	1	1	2071.1	2491.6	2229.6	2285.6	2563.4	1689.9	2000.2	2436.5	2287.7	2340.8	2560.1	1661.4	1	1	1	1	1	1	2.1	3463200	3463200	1				492	6703	True	7028	9750	13405	13405		
P97351	P97351	12	12	12	40S ribosomal protein S3a	Rps3a	sp|P97351|RS3A_MOUSE 40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3	1	12	12	12	12	12	12	45.1	45.1	45.1	29.885	264	264	0	112.18	336290	349180	277020	330060	329130	103680	323710	343730	287360	334480	326710	106640	28	28	28	28	28	28	336290	349180	277020	330060	329130	103680	323710	343730	287360	334480	326710	106640	28	28	28	28	28	28	45.1	1237700000	1237700000	28				493	36;103;118;520;2282;3462;4530;4546;4677;5319;7425;7430	True;True;True;True;True;True;True;True;True;True;True;True	37;107;123;547;2387;3617;4737;4753;4888;5589;7777;7783	42;43;138;156;731;3206;3207;4933;6562;6563;6583;6584;6758;7743;10776;10787	64;65;66;203;204;225;226;227;1007;4337;4338;4339;4340;6818;6819;9059;9060;9061;9062;9063;9094;9095;9096;9097;9342;10680;14816;14834	65;203;226;1007;4339;6819;9063;9097;9342;10680;14816;14834		
P97355	P97355	5	5	5	Spermine synthase	Sms	sp|P97355|SPSY_MOUSE Spermine synthase OS=Mus musculus GN=Sms PE=1 SV=1	1	5	5	5	5	5	5	15.6	15.6	15.6	41.313	366	366	0	39.758	33893	32341	44985	41561	40375	10972	32570	32195	45000	42569	40067	11437	5	5	5	5	5	5	33893	32341	44985	41561	40375	10972	32570	32195	45000	42569	40067	11437	5	5	5	5	5	5	15.6	84837000	84837000	5				494	1957;5021;5835;7030;8564	True;True;True;True;True	2048;5245;6131;7363;8968	2760;7270;8516;10208;12491	3732;10050;11722;14029;17283	3732;10050;11722;14029;17283		
P97377;Q80YP0	P97377	13;3	11;1	11;1	Cyclin-dependent kinase 2	Cdk2	sp|P97377|CDK2_MOUSE Cyclin-dependent kinase 2 OS=Mus musculus GN=Cdk2 PE=1 SV=2	2	13	11	11	13	11	11	44.2	38.7	38.7	38.978	346	346;303	0	169.8	195530	215040	123500	105510	145160	29324	188440	210530	130990	109690	142040	31587	25	25	25	25	25	25	195530	215040	123500	105510	145160	29324	188440	210530	130990	109690	142040	31587	25	25	25	25	25	25	44.2	1342800000	1342800000	26				495	52;225;409;526;1939;3565;4100;4247;4583;4962;6600;7246;8167	True;True;True;True;True;False;False;True;True;True;True;True;True	53;237;431;554;2030;3726;4288;4442;4793;5183;6922;7585;7586;8549	65;316;582;583;743;744;2738;5091;5092;5892;5893;6111;6112;6635;7176;7177;9596;10501;10502;10503;10504;10505;11910	96;97;453;821;822;823;1022;1023;1024;3704;3705;7051;7052;7053;8125;8126;8127;8128;8129;8438;8439;9162;9913;9914;9915;9916;13192;14400;14401;14402;14403;14404;16405;16406	96;453;823;1022;3705;7053;8128;8438;9162;9915;13192;14404;16406	258	281
P97379	P97379	6	6	6	Ras GTPase-activating protein-binding protein 2	G3bp2	sp|P97379|G3BP2_MOUSE Ras GTPase-activating protein-binding protein 2 OS=Mus musculus GN=G3bp2 PE=1 SV=2	1	6	6	6	6	6	6	16	16	16	54.087	482	482	0	41.017	44172	38402	40329	42627	41874	14463	42375	38318	40997	43401	41629	14765	5	5	5	5	5	5	44172	38402	40329	42627	41874	14463	42375	38318	40997	43401	41629	14765	5	5	5	5	5	5	16	49887000	49887000	6				496	237;2635;2731;7066;7610;8490	True;True;True;True;True;True	250;2757;2857;7401;7973;8890	333;3781;3916;10260;11070;12379	472;5217;5417;14095;15235;17104	472;5217;5417;14095;15235;17104		
P97427	P97427	3	1	0	Dihydropyrimidinase-related protein 1	Crmp1	sp|P97427|DPYL1_MOUSE Dihydropyrimidinase-related protein 1 OS=Mus musculus GN=Crmp1 PE=1 SV=1	1	3	1	0	3	1	0	6.3	2.3	0	62.167	572	572	0.0065574	6.1866	8037.7	6339.9	7550.4	6797.8	7986.2	2395.7	7698.2	6378.2	7605.8	7010.9	7876.9	2474.5	1	1	1	1	1	1	8037.7	6339.9	7550.4	6797.8	7986.2	2395.7	7698.2	6378.2	7605.8	7010.9	7876.9	2474.5	1	1	1	1	1	1	6.3	9713000	9713000	1				497	3544;5132;5909	False;False;True	3705;5366;5367;6209	5059;7424;7425;8611	7005;10257;10258;11848	7005;10258;11848	64	375
P97434	P97434	3	3	3	Myosin phosphatase Rho-interacting protein	Mprip	sp|P97434|MPRIP_MOUSE Myosin phosphatase Rho-interacting protein OS=Mus musculus GN=Mprip PE=1 SV=2	1	3	3	3	3	3	3	5.1	5.1	5.1	116.41	1024	1024	0	21.961	6279.8	6506.6	5556.6	6050.5	6634.5	3046	6044.5	6409.9	5725.2	6173	6591.1	3049.8	2	2	2	2	2	2	6279.8	6506.6	5556.6	6050.5	6634.5	3046	6044.5	6409.9	5725.2	6173	6591.1	3049.8	2	2	2	2	2	2	5.1	7143500	7143500	3				498	1900;3426;5126	True;True;True	1990;3580;5359	2686;4887;7414	3620;6764;10245	3620;6764;10245		
P97447	P97447	2	2	2	Four and a half LIM domains protein 1	Fhl1	sp|P97447|FHL1_MOUSE Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=3	1	2	2	2	2	2	2	8.2	8.2	8.2	31.888	280	280	0	26.342	56476	67057	62527	56395	46439	13800	54526	65641	63840	57604	46453	14266	7	7	7	7	7	7	56476	67057	62527	56395	46439	13800	54526	65641	63840	57604	46453	14266	7	7	7	7	7	7	8.2	94773000	94773000	7				499	357;6161	True;True	378;6467	503;504;8968;8969	711;712;713;714;12341;12342;12343	714;12342		
P97461	P97461	4	4	4	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	Rps5	sp|P97461|RS5_MOUSE 40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=3	1	4	4	4	4	4	4	17.2	17.2	17.2	22.889	204	204	0	40.43	44997	55393	34419	40493	39973	12389	43481	53950	36413	41044	39689	12760	8	8	8	8	8	8	44997	55393	34419	40493	39973	12389	43481	53950	36413	41044	39689	12760	8	8	8	8	8	8	17.2	76104000	76104000	8				500	575;3167;5275;7110	True;True;True;True	609;3313;5539;7446	838;4543;7677;10312;10313	1165;1166;6307;10595;14155;14156;14157;14158	1165;6307;10595;14157		
P97477	P97477	16	16	16	Aurora kinase A	Aurka	sp|P97477|AURKA_MOUSE Aurora kinase A OS=Mus musculus GN=Aurka PE=1 SV=1	1	16	16	16	16	16	16	45.8	45.8	45.8	44.772	395	395	0	163.2	172080	170650	68905	76855	122410	29291	165490	167740	76447	79358	119450	30927	22	22	22	22	22	21	172080	170650	68905	76855	122410	29291	165490	167740	76447	79358	119450	30927	22	22	22	22	22	21	45.8	458800000	458800000	25				501	1053;2072;2250;3441;4396;4967;5352;5987;6189;6190;7463;7665;7829;7919;8005;8205	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1109;2171;2352;3596;4593;5189;5622;6287;6497;6498;7818;8030;8202;8294;8384;8590	1469;2925;3163;4910;6323;7183;7781;7782;8721;9015;9016;10837;11154;11155;11408;11548;11549;11668;11975	1985;3963;4283;4284;6790;8733;9923;9924;10728;10729;12005;12426;12427;12428;12429;14893;15349;15350;15351;15709;15710;15910;15911;16063;16503	1985;3963;4283;6790;8733;9923;10729;12005;12426;12429;14893;15349;15710;15911;16063;16503		
P97496	P97496	2	2	2	SWI/SNF complex subunit SMARCC1	Smarcc1	sp|P97496|SMRC1_MOUSE SWI/SNF complex subunit SMARCC1 OS=Mus musculus GN=Smarcc1 PE=1 SV=2	1	2	2	2	2	2	2	4.2	4.2	4.2	122.89	1104	1104	0	20.513	2865	3433.4	3296.3	2889.8	3831.2	1276.3	2766.7	3360.3	3359.4	2997	3768.2	1306.7	2	2	2	2	2	2	2865	3433.4	3296.3	2889.8	3831.2	1276.3	2766.7	3360.3	3359.4	2997	3768.2	1306.7	2	2	2	2	2	2	4.2	4815700	4815700	2				502	81;6708	True;True	84;7033	107;9756	155;13412	155;13412		
P97742	P97742	2	2	2	Carnitine O-palmitoyltransferase 1, liver isoform	Cpt1a	sp|P97742|CPT1A_MOUSE Carnitine O-palmitoyltransferase 1, liver isoform OS=Mus musculus GN=Cpt1a PE=1 SV=4	1	2	2	2	2	2	2	3.4	3.4	3.4	88.25	773	773	0	15.477	2615.5	2215.4	4422.4	4938.7	2219.2	547.49	2508	2236.2	4378.3	4942.2	2303.4	576.3	1	1	1	1	1	1	2615.5	2215.4	4422.4	4938.7	2219.2	547.49	2508	2236.2	4378.3	4942.2	2303.4	576.3	1	1	1	1	1	1	3.4	5295400	5295400	2				503	4922;6099	True;True	5142;6403	7115;8858	9827;12182	9827;12182		
P97820;Q62083	P97820	22;1	22;1	18;1	Mitogen-activated protein kinase kinase kinase kinase 4	Map4k4	sp|P97820|M4K4_MOUSE Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus GN=Map4k4 PE=1 SV=1	2	22	22	18	22	22	18	19.7	19.7	16.1	140.6	1233	1233;416	0	221.52	262950	276870	300480	262170	200380	68040	253190	273170	303910	267850	201420	69555	33	33	33	33	33	33	262950	276870	300480	262170	200380	68040	253190	273170	303910	267850	201420	69555	33	33	33	33	33	33	19.7	576050000	576050000	37				504	79;772;1308;3105;3181;5383;5496;5660;5710;5954;6063;6139;6230;6232;6376;6378;6414;6425;6623;6666;6906;7299	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	82;812;1375;3247;3328;5657;5780;5950;6001;6254;6365;6445;6539;6541;6693;6695;6732;6743;6945;6991;7235;7643	104;105;1100;1830;4447;4448;4563;7829;8036;8281;8351;8673;8811;8812;8939;9066;9068;9279;9281;9325;9337;9633;9634;9635;9636;9637;9638;9701;10033;10588	151;152;153;1515;1516;2456;6162;6163;6164;6338;6339;10788;11087;11421;11520;11521;11934;12122;12123;12124;12296;12497;12499;12759;12763;12828;12842;12843;13249;13250;13251;13252;13253;13254;13347;13789;14529	151;1516;2456;6163;6338;10788;11087;11421;11521;11934;12123;12296;12497;12499;12759;12763;12828;12842;13252;13347;13789;14529		
P97855	P97855	7	7	7	Ras GTPase-activating protein-binding protein 1	G3bp1	sp|P97855|G3BP1_MOUSE Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1	1	7	7	7	7	7	7	18.9	18.9	18.9	51.828	465	465	0	58.856	47209	48823	44935	43290	42059	13910	45439	48136	45969	44253	41812	14250	7	7	7	7	7	7	47209	48823	44935	43290	42059	13910	45439	48136	45969	44253	41812	14250	7	7	7	7	7	7	18.9	76749000	76749000	8				505	968;1492;3372;4741;5630;7132;7904	True;True;True;True;True;True;True	1020;1570;3523;4954;5919;7469;8277	1354;2140;4818;6864;8244;10343;10344;11526	1839;2887;6668;9488;11372;14195;14196;15881	1839;2887;6668;9488;11372;14196;15881		
P99024	P99024	17	4	3	Tubulin beta-5 chain	Tubb5	sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1	1	17	4	3	17	4	3	52	13.3	9.9	49.67	444	444	0	75.431	89277	85151	83671	66883	102620	35889	85791	84408	85055	70112	100570	36603	24	24	24	24	24	24	89277	85151	83671	66883	102620	35889	85791	84408	85055	70112	100570	36603	24	24	24	24	24	24	52	1237700000	1237700000	25				506	338;474;2239;2525;2909;3732;3803;3814;3854;4177;5000;5125;5477;5555;6475;7024;8463	True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False	357;358;498;2339;2340;2645;3039;3903;3904;3979;3990;4032;4370;4371;5224;5357;5358;5755;5841;6797;7357;8859	473;474;475;476;477;478;666;667;3141;3142;3143;3144;3145;3146;3599;3600;4175;4176;5367;5368;5369;5475;5476;5493;5564;5565;5566;6015;6016;6017;6018;6019;7244;7245;7412;7413;7986;8121;8122;8123;9410;9411;10197;10198;10199;10200;12342	661;662;663;664;665;666;667;668;669;670;671;672;673;674;675;927;928;929;930;4250;4251;4252;4253;4254;4255;4256;4257;4258;4259;4945;4946;4947;4948;5796;5797;5798;7428;7429;7430;7431;7432;7433;7579;7580;7581;7607;7608;7609;7715;7716;7717;7718;8299;8300;8301;8302;8303;8304;10015;10016;10017;10243;10244;11007;11203;11204;11205;11206;11207;12950;12951;12952;12953;12954;14014;14015;14016;14017;14018;17057	670;928;4259;4947;5797;7430;7580;7608;7717;8303;10017;10244;11007;11204;12951;14016;17057	243;244;245;259;260	73;164;257;330;363
P99027	P99027	7	7	7	60S acidic ribosomal protein P2	Rplp2	sp|P99027|RLA2_MOUSE 60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3	1	7	7	7	7	7	7	77.4	77.4	77.4	11.651	115	115	0	129.62	94420	83167	73697	69174	73811	24499	90599	82773	75554	70989	73118	25090	16	16	16	16	16	16	94420	83167	73697	69174	73811	24499	90599	82773	75554	70989	73118	25090	16	16	16	16	16	16	77.4	483200000	483200000	16				507	3667;3668;3999;4166;5386;7809;8548	True;True;True;True;True;True;True	3834;3835;4183;4358;5660;8182;8951	5279;5280;5281;5757;5991;5992;5993;7832;7833;11386;12468	7312;7313;7314;7315;7956;8260;8261;8262;8263;8264;10791;10792;15678;15679;17250;17251	7312;7315;7956;8261;10792;15678;17251		
Q00780	Q00780	4	4	4	Collagen alpha-1(VIII) chain;Vastatin	Col8a1	sp|Q00780|CO8A1_MOUSE Collagen alpha-1(VIII) chain OS=Mus musculus GN=Col8a1 PE=1 SV=3	1	4	4	4	4	4	4	5.2	5.2	5.2	73.606	744	744	0	120.72	242700	142210	328650	308480	64449	21070	231490	148300	323000	309160	73413	21592	28	28	28	28	27	25	242700	142210	328650	308480	64449	21070	231490	148300	323000	309160	73413	21592	28	28	28	28	27	25	5.2	2247500000	2247500000	29				508	2825;2877;5484;5485	True;True;True;True	2954;3006;5765;5766;5767;5768;5769	4034;4035;4121;4122;8012;8013;8014;8015;8016;8017;8018;8019;8020;8021;8022;8023	5576;5577;5578;5579;5580;5712;5713;5714;5715;11054;11055;11056;11057;11058;11059;11060;11061;11062;11063;11064;11065;11066;11067;11068;11069;11070;11071;11072;11073	5580;5715;11062;11073	261;262	685;686
Q00993	Q00993	15	15	14	Tyrosine-protein kinase receptor UFO	Axl	sp|Q00993|UFO_MOUSE Tyrosine-protein kinase receptor UFO OS=Mus musculus GN=Axl PE=1 SV=2	1	15	15	14	15	15	14	23.9	23.9	22.7	98.19	888	888	0	151.16	108490	125830	83998	64181	120850	28564	104680	122980	87771	68059	117460	30206	25	25	25	25	25	25	108490	125830	83998	64181	120850	28564	104680	122980	87771	68059	117460	30206	25	25	25	25	25	25	23.9	315870000	315870000	27				509	441;1283;1577;1692;2493;2702;3091;3116;4409;6343;7018;7243;7997;8245;8388	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	463;1350;1658;1778;2612;2828;3231;3260;4607;4608;6660;7351;7582;8376;8630;8782	621;1801;2252;2253;2407;3558;3877;4428;4468;4469;6346;6347;6348;9236;10190;10498;11654;12037;12038;12242	869;870;2423;3034;3035;3243;4887;4888;5362;6139;6193;6194;6195;6196;6197;8762;8763;8764;12709;14006;14396;16043;16609;16610;16611;16928;16929	869;2423;3034;3243;4887;5362;6139;6195;8762;12709;14006;14396;16043;16611;16929	263	642
Q00PI9	Q00PI9	18	18	18	Heterogeneous nuclear ribonucleoprotein U-like protein 2	Hnrnpul2	sp|Q00PI9|HNRL2_MOUSE Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus GN=Hnrnpul2 PE=1 SV=2	1	18	18	18	18	18	18	27.1	27.1	27.1	84.939	745	745	0	145.64	198330	194020	223860	229870	198550	66617	190680	192380	226280	233580	198410	68121	32	32	32	32	32	30	198330	194020	223860	229870	198550	66617	190680	192380	226280	233580	198410	68121	32	32	32	32	32	30	27.1	313470000	313470000	34				510	498;775;1165;1612;1665;1722;2760;2962;3969;4018;5048;5370;5627;6454;6894;8179;8393;8487	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	525;815;1225;1694;1751;1809;2888;3095;4153;4203;5272;5640;5916;6775;7223;8562;8787;8886;8887	703;704;1103;1104;1634;2301;2302;2376;2377;2451;3956;4252;5718;5779;7303;7805;8240;9379;9380;10019;11928;11929;12247;12248;12375;12376	972;973;974;1519;1520;2200;3105;3106;3203;3204;3205;3298;5475;5893;5894;7909;7980;10096;10756;11367;12906;12907;12908;13773;16433;16434;16435;16934;16935;16936;17098;17099;17100;17101	974;1520;2200;3105;3204;3298;5475;5894;7909;7980;10096;10756;11367;12908;13773;16434;16934;17099	264	491
Q01063	Q01063	5	5	5	cAMP-specific 3,5-cyclic phosphodiesterase 4D	Pde4d	sp|Q01063|PDE4D_MOUSE cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Mus musculus GN=Pde4d PE=1 SV=2	1	5	5	5	5	5	5	6	6	6	84.562	747	747	0	45.912	16929	15343	24086	16525	15841	6699.1	16252	15351	23879	17222	15801	6741.8	4	4	4	4	4	4	16929	15343	24086	16525	15841	6699.1	16252	15351	23879	17222	15801	6741.8	4	4	4	4	4	4	6	19143000	19143000	6				511	726;1888;5487;7094;8240	True;True;True;True;True	763;1977;5771;7429;8625	1038;2668;8025;10292;12032	1430;3596;11075;14132;16598;16599	1430;3596;11075;14132;16599		
Q01279	Q01279	12	1	1	Epidermal growth factor receptor	Egfr	sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus GN=Egfr PE=1 SV=1	1	12	1	1	12	1	1	10.9	0.9	0.9	134.85	1210	1210	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9	0	0	1	+			512	1811;2317;3013;3022;3082;3861;4610;4993;5183;7605;7862;8256	False;False;False;False;True;False;False;False;False;False;False;False	1899;2424;3146;3158;3222;4039;4820;5215;5423;7968;8235;8641;8642	2571;3256;4315;4316;4329;4418;5578;6666;7224;7494;11061;11062;11465;11466;12051;12052;12053	3464;4406;5982;5983;5984;5985;6003;6126;7741;7742;9204;9985;10338;10339;10340;15224;15225;15226;15790;15791;15792;15793;16625;16626;16627;16628;16629;16630	3464;4406;5983;6003;6126;7742;9204;9985;10340;15225;15790;16630	97	883
Q01405	Q01405	1	1	1	Protein transport protein Sec23A	Sec23a	sp|Q01405|SC23A_MOUSE Protein transport protein Sec23A OS=Mus musculus GN=Sec23a PE=1 SV=2	1	1	1	1	1	1	1	1.4	1.4	1.4	86.161	765	765	0.0017452	6.6906	3009.1	3684.2	2576.1	2389	2500.1	1177.4	2907.3	3592.1	2686.9	2452.4	2488.9	1177.1	1	1	1	1	1	1	3009.1	3684.2	2576.1	2389	2500.1	1177.4	2907.3	3592.1	2686.9	2452.4	2488.9	1177.1	1	1	1	1	1	1	1.4	4727600	4727600	1				513	206	True	217	289	416	416		
